face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0895_face0.png,White,White,Male,40-49,"[7.8490919e-01 1.4633228e-04 5.1745508e-02 1.9242079e-05 5.7875845e-05
 1.5512396e-03 1.6157061e-01]",[9.8582995e-01 1.6199755e-04 1.2695242e-04 1.3881039e-02],[9.9999630e-01 3.7072614e-06],"[1.8517635e-07 2.4900433e-07 1.3503213e-05 1.1838942e-03 1.5504855e-01
 7.6412028e-01 7.9196125e-02 4.3357120e-04 3.7158920e-06]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0896_face0.png,White,White,Male,50-59,"[7.1917796e-01 3.4723608e-04 5.1233642e-02 4.0793151e-04 9.9216623e-04
 3.6108368e-03 2.2423032e-01]",[9.8604107e-01 1.8594207e-04 3.2991366e-03 1.0473872e-02],[9.9997616e-01 2.3881350e-05],"[2.2860910e-05 2.2324150e-05 2.0553138e-04 7.0849847e-04 1.2878379e-02
 1.8687882e-01 6.7923290e-01 1.1415697e-01 5.8936896e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0897_face0.png,Black,Black,Male,50-59,"[5.9725793e-05 9.8899633e-01 3.3022878e-03 2.0413288e-05 4.1183317e-04
 7.0616100e-03 1.4781834e-04]",[1.3125467e-04 9.9217588e-01 2.4799374e-04 7.4448981e-03],[9.999947e-01 5.352968e-06],"[1.4684484e-05 1.7871903e-04 5.3556850e-03 1.4581210e-02 6.1900750e-02
 3.3248398e-01 5.1273179e-01 6.9807351e-02 2.9457714e-03]",Black,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0898_face0.png,White,White,Male,40-49,"[8.9696330e-01 1.0911667e-03 5.2945655e-02 1.9458258e-04 7.6913933e-04
 1.0216522e-02 3.7819609e-02]",[9.9424386e-01 3.9046910e-04 8.3327916e-04 4.5324038e-03],[9.9998802e-01 1.1990571e-05],"[5.3185522e-06 1.0282415e-05 2.4435297e-04 6.7504770e-03 1.2374428e-01
 6.0612333e-01 2.5714841e-01 5.8470001e-03 1.2655043e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0899_face0.png,White,White,Male,50-59,"[8.1463641e-01 1.0219520e-04 2.5586899e-02 4.1344698e-04 7.5083703e-04
 1.0447003e-03 1.5746541e-01]",[9.9579209e-01 1.7790867e-04 7.4309978e-04 3.2869028e-03],[9.9998927e-01 1.0693267e-05],"[4.4294018e-05 5.7851805e-05 6.3028629e-04 1.2555324e-03 2.9671103e-02
 2.7156907e-01 6.1821103e-01 7.6052643e-02 2.5081784e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0900_face0.png,Latino_Hispanic,White,Male,30-39,"[2.7853900e-01 2.4250761e-02 4.2139319e-01 5.9228536e-05 4.3675865e-04
 9.6400157e-02 1.7892082e-01]",[0.5913005  0.11499947 0.00217004 0.29152998],[9.993581e-01 6.418651e-04],"[1.5548376e-07 6.0799152e-07 1.4009430e-04 3.9209124e-02 6.0907203e-01
 3.3386001e-01 1.7505690e-02 2.0589442e-04 6.3574453e-06]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0901_face0.png,White,White,Male,50-59,"[0.66125506 0.00247445 0.19561435 0.00347835 0.01611226 0.06140778
 0.05965764]",[9.8178440e-01 1.1013154e-04 1.2507064e-02 5.5983900e-03],[0.9189401  0.08105983],"[7.8241297e-05 3.9451302e-04 2.4967506e-03 3.5198075e-03 1.8708812e-02
 1.1488261e-01 4.7624350e-01 2.7288610e-01 1.1078964e-01]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0902_face0.png,Latino_Hispanic,Indian,Male,20-29,"[0.3226175  0.00130526 0.49597666 0.00920377 0.01852162 0.09099408
 0.06138099]",[0.25194323 0.00466753 0.04785006 0.6955392 ],[9.9999988e-01 1.3127541e-07],"[4.4801965e-08 3.2349019e-06 1.1354133e-02 6.7323560e-01 3.0418208e-01
 1.1128114e-02 9.4345989e-05 2.4472533e-06 2.6786301e-08]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0903_face0.png,White,White,Male,30-39,"[6.51375055e-01 2.66081304e-03 2.07193613e-01 4.12611000e-04
 6.88425498e-04 2.09003855e-02 1.16769135e-01]",[0.72274464 0.02444597 0.00591893 0.24689046],[0.9982374  0.00176263],"[3.4066198e-07 3.7896880e-06 1.1221183e-03 2.3530805e-01 6.9372678e-01
 6.8937138e-02 8.9235441e-04 9.0792091e-06 2.6797963e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0904_face0.png,White,White,Male,30-39,"[9.9220675e-01 1.0413057e-05 3.0718853e-03 9.7480911e-04 1.0116736e-03
 1.2451738e-04 2.5999714e-03]",[9.9151564e-01 2.7952583e-05 5.3693340e-03 3.0870840e-03],[9.9991596e-01 8.4086729e-05],"[5.4852148e-07 6.8699301e-06 2.8755076e-04 3.1051449e-02 5.2106375e-01
 4.2817348e-01 1.9305600e-02 1.0813294e-04 2.6056507e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0905_face0.png,Black,Black,Male,20-29,"[1.5049050e-06 9.9992889e-01 2.8861401e-05 2.5806351e-08 6.0442136e-07
 3.6446316e-05 3.6959673e-06]",[2.4831257e-07 9.9999148e-01 6.8276182e-07 7.6076585e-06],[9.999998e-01 1.939554e-07],"[4.6830799e-08 2.2295376e-06 4.7269422e-03 5.7333589e-01 3.7924969e-01
 4.1637484e-02 1.0246220e-03 2.2066006e-05 9.9092745e-07]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0906_face0.png,White,White,Male,30-39,"[8.7469143e-01 5.6904863e-04 4.2300157e-02 9.6976357e-05 1.4786064e-04
 2.2712704e-02 5.9481826e-02]",[9.4893986e-01 7.6126441e-04 1.8715888e-04 5.0111689e-02],[9.9998057e-01 1.9417810e-05],"[2.2269085e-06 4.8230390e-06 4.5260912e-04 5.9947018e-02 5.4168159e-01
 3.7372190e-01 2.3804642e-02 3.7585082e-04 9.3285480e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0907_face0.png,White,White,Male,30-39,"[6.1302650e-01 2.0828019e-04 1.8200009e-01 8.5945905e-04 1.3432757e-03
 1.7108042e-02 1.8545440e-01]",[6.7671084e-01 6.3164881e-04 7.7233589e-03 3.1493413e-01],[9.999990e-01 1.023842e-06],"[5.8922651e-06 5.6258854e-05 3.0556808e-03 1.7349254e-01 6.8386364e-01
 1.3797143e-01 1.5400231e-03 1.4422201e-05 1.4437828e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0908_face0.png,Middle Eastern,Asian,Male,50-59,"[0.12696867 0.00227827 0.28264934 0.06432831 0.05145966 0.09585129
 0.37646446]",[4.574270e-01 2.151816e-04 4.584214e-01 8.393641e-02],[0.9945014  0.00549857],"[1.1389723e-04 3.2781024e-04 2.3522004e-03 4.9893339e-03 2.6372368e-02
 1.5025760e-01 5.0460172e-01 2.8469142e-01 2.6293626e-02]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0909_face0.png,White,White,Male,40-49,"[0.5330142  0.00118696 0.2805221  0.00202773 0.00353655 0.01596912
 0.16374344]",[9.6100849e-01 8.0795866e-04 2.5887940e-02 1.2295590e-02],[0.97693634 0.02306363],"[1.1442854e-05 4.6702891e-05 7.6569105e-04 1.0265279e-02 1.7027502e-01
 5.4644340e-01 2.5072896e-01 2.0150952e-02 1.3125498e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0910_face0.png,White,White,Male,40-49,"[4.7558355e-01 7.9236133e-03 4.0003601e-01 2.1106329e-04 7.0760684e-04
 1.1491719e-02 1.0404653e-01]",[0.97588444 0.00271046 0.00230902 0.01909607],[9.9987179e-01 1.2820047e-04],"[9.8552337e-06 1.6022088e-05 2.0566789e-04 2.2052168e-03 7.6194100e-02
 5.6396753e-01 3.5129383e-01 6.0087470e-03 9.8991055e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0911_face0.png,Latino_Hispanic,Asian,Male,30-39,"[0.00915342 0.00180037 0.5546993  0.02700323 0.18624783 0.1775984
 0.04349742]",[1.8490711e-03 5.7258154e-04 9.4270492e-01 5.4873452e-02],[9.999920e-01 7.971273e-06],"[1.9453462e-06 4.5541921e-05 1.3895315e-02 4.5024875e-01 4.8839492e-01
 4.6660010e-02 7.2695204e-04 2.6014333e-05 5.7750475e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0912_face0.png,White,White,Male,50-59,"[8.2741839e-01 3.2923771e-03 4.5312542e-02 1.2854567e-04 3.1365065e-03
 7.4663594e-02 4.6048086e-02]",[9.5537704e-01 7.8535074e-04 1.4893322e-03 4.2348258e-02],[9.999925e-01 7.499560e-06],"[2.8342529e-06 7.8704170e-06 2.2990181e-04 3.4688849e-03 5.7199866e-02
 4.2105117e-01 4.6560347e-01 4.8327688e-02 4.1083149e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0913_face0.png,White,White,Male,50-59,"[9.3965805e-01 8.0480264e-04 2.5947107e-02 2.8677550e-03 2.3044071e-03
 2.1111353e-03 2.6306696e-02]",[9.9624777e-01 5.9195656e-05 3.1866115e-03 5.0643692e-04],[9.999434e-01 5.658061e-05],"[5.7218629e-05 5.9921022e-05 3.1224213e-04 1.5749320e-03 2.2096666e-02
 2.1167845e-01 6.7290580e-01 8.7275349e-02 4.0393975e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0914_face0.png,White,White,Male,50-59,"[8.8291883e-01 9.3643357e-05 4.0991444e-02 3.2027901e-04 1.2276174e-03
 3.0189662e-03 7.1429156e-02]",[9.9462616e-01 3.3564076e-05 4.0220534e-03 1.3182820e-03],[9.9987525e-01 1.2480651e-04],"[8.9738660e-06 1.2526308e-05 1.8913159e-04 7.3131861e-04 1.0402359e-02
 1.2805523e-01 7.0469409e-01 1.4199328e-01 1.3913159e-02]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0915_face0.png,White,White,Male,40-49,"[9.1885138e-01 1.1655142e-05 5.6753084e-02 2.2344200e-04 6.1771186e-04
 1.7811129e-03 2.1761518e-02]",[9.9317348e-01 3.1025120e-05 1.7024955e-03 5.0929519e-03],[9.999992e-01 7.822912e-07],"[4.0317550e-06 2.4662048e-05 6.3111045e-04 8.4918924e-03 2.7694336e-01
 6.3371217e-01 7.9705216e-02 4.8326160e-04 4.3948103e-06]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0916_face0.png,White,White,Male,40-49,"[8.4084815e-01 4.7652700e-04 7.5698607e-02 2.9280296e-04 7.7550136e-04
 8.6895032e-03 7.3218957e-02]",[0.9760326  0.00222345 0.00118531 0.02055869],[9.9960095e-01 3.9904268e-04],"[5.4732081e-06 3.3085482e-05 1.0444387e-03 2.5929781e-02 3.5914117e-01
 5.3990459e-01 7.2848491e-02 1.0466356e-03 4.6292105e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0917_face0.png,Middle Eastern,White,Male,40-49,"[2.4297427e-01 4.2699394e-05 1.1410309e-01 2.4053627e-03 1.7460146e-03
 2.3595465e-03 6.3636905e-01]",[9.9248821e-01 3.9417610e-06 6.3798879e-03 1.1279176e-03],[9.9985552e-01 1.4446441e-04],"[3.02433400e-05 2.63321745e-05 1.82945194e-04 1.78162579e-03
 1.21521585e-01 6.59287810e-01 2.13239893e-01 3.89241916e-03
 3.71325259e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0918_face0.png,White,White,Male,30-39,"[8.5008943e-01 1.1333366e-04 1.2782942e-01 1.5406612e-03 1.9072547e-03
 2.1806534e-03 1.6339190e-02]",[9.8394328e-01 4.6714194e-05 1.4389732e-02 1.6202568e-03],[9.9997759e-01 2.2407628e-05],"[2.7213418e-06 2.3513336e-05 3.5268939e-03 9.6907653e-02 4.5579931e-01
 4.0254512e-01 4.0557042e-02 6.3006260e-04 7.7321356e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0919_face0.png,Latino_Hispanic,Indian,Male,30-39,"[0.00283406 0.0157795  0.7919544  0.00548367 0.07652497 0.07842028
 0.02900315]",[0.00848063 0.00915474 0.3389419  0.6434227 ],[9.9999988e-01 5.1621655e-08],"[6.2840644e-07 1.2108617e-05 7.4103922e-03 4.2584491e-01 5.0332576e-01
 6.1857782e-02 1.5203976e-03 2.7700387e-05 2.6706709e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0920_face0.png,White,White,Male,40-49,"[8.1622374e-01 9.6728589e-05 6.4946137e-02 4.1834903e-03 4.8685721e-03
 2.9092459e-03 1.0677202e-01]",[9.9525923e-01 9.1884867e-05 1.5430474e-03 3.1058225e-03],[9.999146e-01 8.544650e-05],"[1.6851794e-05 7.7991754e-05 1.4578395e-03 3.3359885e-02 3.0502564e-01
 5.5824155e-01 9.8483041e-02 3.2680277e-03 6.9222842e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0921_face0.png,Latino_Hispanic,White,Male,30-39,"[5.3176410e-02 1.4918053e-03 8.0898219e-01 5.6175637e-04 1.9585118e-03
 1.0446051e-01 2.9368775e-02]",[0.6622073  0.00775943 0.00673136 0.32330182],[9.9999928e-01 6.5028746e-07],"[4.9261657e-06 3.1911557e-05 1.3188171e-03 6.2259510e-02 6.0732883e-01
 3.1302476e-01 1.5935283e-02 9.5501862e-05 4.9613732e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0922_face0.png,Black,Black,Male,20-29,"[4.6538771e-06 9.9837846e-01 2.3265723e-04 1.3104836e-06 1.9723120e-05
 1.3526288e-03 1.0538785e-05]",[4.6501819e-07 9.9991763e-01 1.1517709e-06 8.0765560e-05],[9.999039e-01 9.609752e-05],"[2.4919902e-07 3.5717909e-05 2.8820597e-02 6.9570804e-01 2.5378913e-01
 2.1269588e-02 3.6651301e-04 9.6250678e-06 5.1224083e-07]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0923_face0.png,White,White,Male,20-29,"[9.9547976e-01 1.1418560e-05 1.9941782e-03 5.8872800e-04 3.4877742e-04
 1.7137235e-04 1.4056750e-03]",[9.9727070e-01 3.6494006e-05 1.8227776e-03 8.7005284e-04],[1.0000000e+00 5.2346746e-08],"[4.4576456e-08 2.5457559e-06 2.3105411e-02 7.2565335e-01 2.2255512e-01
 2.7453901e-02 1.2119516e-03 1.7514047e-05 2.1106138e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0924_face0.png,White,White,Male,30-39,"[8.1458819e-01 4.3814676e-04 1.3806272e-01 2.1329720e-04 1.0463740e-03
 7.3282858e-03 3.8322970e-02]",[9.8637122e-01 5.2159536e-04 1.4071172e-03 1.1700094e-02],[1.0000000e+00 5.4045703e-08],"[2.2480147e-07 4.6800424e-06 3.9225146e-03 2.4480423e-01 6.1429197e-01
 1.3319324e-01 3.7437878e-03 3.8751507e-05 5.4066572e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0926_face0.png,White,White,Male,40-49,"[8.3319515e-01 9.6843352e-05 5.8191229e-02 1.6343850e-03 2.4976905e-03
 1.0279418e-03 1.0335681e-01]",[9.9141210e-01 8.3676772e-05 5.1245685e-03 3.3796944e-03],[9.9999648e-01 3.4457162e-06],"[6.6248308e-06 3.1139658e-05 3.8904222e-04 8.1686517e-03 2.7517131e-01
 6.5771061e-01 5.7751752e-02 7.6139014e-04 9.4194966e-06]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0927_face0.png,Latino_Hispanic,White,Male,20-29,"[2.5247455e-01 1.6173987e-04 5.3315610e-01 4.9976329e-04 2.7579155e-03
 1.5878123e-01 5.2168619e-02]",[9.5919484e-01 1.3686254e-05 1.5933985e-03 3.9198067e-02],[9.999999e-01 8.301060e-08],"[9.8796727e-07 1.1550465e-04 5.8775336e-02 5.5313623e-01 3.5680264e-01
 3.0850876e-02 3.1614673e-04 2.2089305e-06 1.6401323e-08]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0928_face0.png,White,White,Male,40-49,"[8.2459849e-01 5.7311298e-04 8.2367308e-02 1.4283365e-03 5.7814321e-03
 2.1165351e-03 8.3134785e-02]",[0.9289839  0.00104799 0.06524131 0.00472673],[9.9999505e-01 4.9031210e-06],"[2.4245139e-07 9.6454619e-07 2.3478879e-04 7.6432736e-03 1.0736809e-01
 5.4425484e-01 3.2798436e-01 1.2255111e-02 2.5832519e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0929_face0.png,White,White,Male,30-39,"[5.5029267e-01 3.7439171e-02 3.1281227e-01 1.6115003e-04 1.3265749e-03
 2.6062068e-02 7.1906075e-02]",[0.7271432  0.01240671 0.0307254  0.22972472],[9.9996120e-01 3.8762886e-05],"[9.9932514e-08 5.1395364e-06 2.8975548e-03 3.6770853e-01 5.6818902e-01
 5.9957504e-02 1.2259107e-03 1.5613809e-05 6.7830626e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0930_face0.png,Black,Black,Male,30-39,"[1.6060493e-06 9.9962932e-01 8.0437778e-05 1.4498283e-07 6.0581392e-06
 2.7719198e-04 5.3149583e-06]",[9.3143768e-07 9.9984097e-01 1.4001599e-05 1.4414015e-04],[9.999934e-01 6.649071e-06],"[4.0219315e-06 1.9214831e-04 1.9925110e-02 2.5933439e-01 4.1723609e-01
 2.7211112e-01 3.0254234e-02 8.8821322e-04 5.4656088e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0931_face0.png,White,White,Male,40-49,"[4.6361059e-01 3.6043640e-02 1.6978145e-01 2.5456579e-04 1.6120293e-03
 2.3711277e-02 3.0498651e-01]",[0.9250734  0.04266781 0.00174624 0.03051259],[9.9998462e-01 1.5411615e-05],"[3.18897423e-06 1.90122569e-06 7.48571474e-05 5.01521165e-03
 1.01439066e-01 4.30009902e-01 4.04100060e-01 5.64730912e-02
 2.88273045e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0932_face0.png,White,White,Male,40-49,"[4.6425283e-01 1.0072575e-02 1.6349997e-01 9.3717710e-05 3.0028378e-04
 4.1845169e-02 3.1993544e-01]",[0.6408768  0.02163745 0.0035232  0.33396256],[9.993982e-01 6.018394e-04],"[4.0596819e-06 9.0616622e-06 8.6164029e-05 2.5277841e-03 1.4065219e-01
 6.2935275e-01 2.2149530e-01 5.5905045e-03 2.8215209e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0933_face0.png,Latino_Hispanic,White,Male,30-39,"[1.6871384e-01 4.9186195e-04 6.5167689e-01 4.5214850e-04 1.5193425e-03
 1.5858328e-02 1.6128756e-01]",[0.84502584 0.00292444 0.02251603 0.12953366],[9.9999934e-01 7.1770626e-07],"[6.50913762e-06 1.08874565e-05 4.28932137e-04 4.06335965e-02
 5.59307814e-01 3.81756365e-01 1.77365839e-02 1.18618969e-04
 6.44735451e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0934_face0.png,Black,Black,Male,30-39,"[8.9180148e-06 9.9981195e-01 1.2192797e-04 3.2482902e-07 5.2900323e-06
 4.4493765e-05 7.1071768e-06]",[8.3320183e-06 9.9967319e-01 2.0448870e-05 2.9803347e-04],[9.9999529e-01 4.7373337e-06],"[4.8026688e-08 8.2699404e-07 1.8119178e-03 2.9120016e-01 5.5800956e-01
 1.4026192e-01 8.4479498e-03 2.5362300e-04 1.3989178e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0935_face0.png,White,White,Male,40-49,"[7.0849794e-01 3.9953701e-04 2.4015066e-01 1.5782778e-03 1.3729748e-03
 4.3597189e-03 4.3640904e-02]",[9.7167999e-01 3.0712277e-04 6.9861934e-03 2.1026717e-02],[9.9996012e-01 3.9842384e-05],"[7.3664087e-06 4.5448460e-06 1.1098580e-04 1.1196407e-03 5.3090438e-02
 4.9893457e-01 4.3074554e-01 1.5844425e-02 1.4249698e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0936_face0.png,White,White,Male,50-59,"[7.3864669e-01 5.8751990e-04 1.4602742e-01 7.3954603e-04 1.2181491e-03
 7.5553558e-03 1.0522535e-01]",[0.97080594 0.00226684 0.0025695  0.02435773],[9.9999815e-01 1.8757314e-06],"[9.4445517e-07 1.9072570e-06 1.7226844e-04 3.3879522e-03 6.4489216e-02
 4.2850238e-01 4.6967006e-01 3.3119440e-02 6.5573672e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0937_face0.png,White,White,Male,30-39,"[5.4313433e-01 4.7562591e-04 3.1220689e-01 2.3905500e-03 5.7975953e-03
 6.9749937e-03 1.2902005e-01]",[9.6755713e-01 9.2827249e-04 3.6335508e-03 2.7881015e-02],[9.9998975e-01 1.0253866e-05],"[2.7555353e-07 1.4049927e-05 3.4797194e-03 3.6428183e-01 5.9248269e-01
 3.9479658e-02 2.6002552e-04 1.7036799e-06 2.7332897e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0938_face0.png,Black,Black,Male,20-29,"[2.6495438e-06 9.9978942e-01 1.2411892e-04 1.3698607e-08 6.1328751e-07
 6.5693916e-05 1.7527896e-05]",[1.2556721e-06 9.9994940e-01 2.1800456e-06 4.7206344e-05],[1.0000000e+00 1.3931728e-08],"[9.0676771e-08 1.2370545e-05 6.9689429e-03 6.0123217e-01 3.6083442e-01
 3.0325947e-02 6.1789429e-04 7.9225192e-06 2.1377524e-07]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0939_face0.png,White,White,Female,50-59,"[5.0619072e-01 2.1441196e-04 4.1105464e-01 2.2872505e-04 8.9519843e-04
 2.9561220e-02 5.1854953e-02]",[9.9806023e-01 2.9057679e-05 5.1666313e-04 1.3940383e-03],[0.36167032 0.6383296 ],"[1.18409625e-05 7.57541275e-05 1.38646516e-03 3.16399429e-03
 4.81481329e-02 2.65075296e-01 5.86760163e-01 8.83219168e-02
 7.05643278e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0940_face0.png,White,White,Male,50-59,"[8.7291747e-01 7.5806072e-04 5.3659495e-02 5.8056266e-05 4.6800930e-04
 1.8592922e-02 5.3545982e-02]",[9.8445737e-01 6.2153599e-04 1.0780123e-03 1.3842940e-02],[0.99335873 0.00664126],"[1.7700104e-05 4.3575463e-05 7.1839237e-04 3.4948704e-03 3.8812168e-02
 2.6964399e-01 6.0580373e-01 7.7568404e-02 3.8971065e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0941_face0.png,White,White,Male,40-49,"[9.2901820e-01 7.3627597e-03 3.3208262e-02 1.2879177e-04 1.6255779e-03
 8.0321273e-03 2.0624418e-02]",[0.931304   0.01803653 0.03626383 0.0143958 ],[9.9983585e-01 1.6413842e-04],"[7.0732011e-07 8.1056269e-06 6.8045303e-04 1.4868575e-02 1.5577683e-01
 5.7239836e-01 2.5110099e-01 4.9624806e-03 2.0348890e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0942_face0.png,White,White,Male,50-59,"[8.6162722e-01 3.0941478e-04 7.1185865e-02 7.0345742e-03 9.8256003e-03
 6.5146270e-03 4.3502606e-02]",[9.8600513e-01 5.6822767e-04 5.9406194e-03 7.4860915e-03],[9.9981713e-01 1.8281840e-04],"[1.0258950e-04 1.5539654e-04 1.3116992e-03 5.3298951e-04 5.3956909e-03
 6.3367546e-02 6.1503631e-01 3.0088440e-01 1.3213398e-02]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0943_face0.png,White,White,Male,30-39,"[6.99484169e-01 5.19056164e-04 1.33350611e-01 5.97139260e-05
 1.57721253e-04 5.95039576e-02 1.06924765e-01]",[0.8235881  0.0011517  0.00128769 0.17397256],[0.99880046 0.00119952],"[2.2554181e-07 3.7308459e-06 1.9859648e-03 3.4070364e-01 6.2151051e-01
 3.5500035e-02 2.9329892e-04 2.3812865e-06 6.6804198e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0944_face0.png,White,White,Male,50-59,"[0.433959   0.00443036 0.38610438 0.00687297 0.01901277 0.03423781
 0.11538275]",[0.9334137  0.00200496 0.03534221 0.02923921],[9.9995935e-01 4.0637089e-05],"[2.1195228e-05 1.7942231e-05 3.6773560e-04 8.0012891e-04 8.9320606e-03
 1.0929840e-01 6.2383968e-01 2.4741961e-01 9.3032112e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0945_face0.png,White,White,Male,20-29,"[9.4238603e-01 7.1383460e-04 2.3009811e-02 8.0753751e-03 4.0989253e-03
 7.8028272e-04 2.0935642e-02]",[0.9641871  0.00374716 0.00872512 0.02334067],[9.9999994e-01 1.1972688e-07],"[2.8362791e-07 1.1534699e-05 1.7488761e-02 7.6876223e-01 2.0725873e-01
 6.3808342e-03 9.3817187e-05 3.7245438e-06 6.1746562e-08]",White,20-39
