imageName,predicted_label,actual_label,imageTag,dataset,beautification,imageGender,condition,perceived_attractiveness,feminine,happy,intelligence,trustworthy,unusual,sociability,perceived_age
cfd-beautified-female-indian-16,1,1,cfd-female-indian-16,cfd,beautified,female,indian,5.0,6.0,4.0,5.0,4.0,3.5,5.0,26.5
cfd-beautified-male-mixed-23,1,1,cfd-male-mixed-23,cfd,beautified,male,mixed,4.0,2.0,4.0,5.0,4.0,3.0,4.0,28.0
cfd-original-male-asian-18,1,1,cfd-male-asian-18,cfd,original,male,asian,4.0,2.0,4.0,5.0,4.0,3.0,4.0,27.0
cfd-beautified-female-black-24,2,1,cfd-female-black-24,cfd,beautified,female,black,5.0,5.0,4.0,4.0,4.0,3.0,4.0,22.5
cfd-original-female-black-4,0,1,cfd-female-black-4,cfd,original,female,black,4.0,5.0,4.0,5.0,5.0,3.0,5.0,46.0
cfd-beautified-male-white-24,1,1,cfd-male-white-24,cfd,beautified,male,white,5.0,2.0,4.0,5.0,4.0,4.0,5.0,30.0
cfd-original-female-asian-16,2,1,cfd-female-asian-16,cfd,original,female,asian,4.0,6.0,5.0,5.0,5.0,3.0,5.0,32.0
cfd-original-male-indian-3,0,0,cfd-male-indian-3,cfd,original,male,indian,3.0,1.0,3.0,4.0,4.0,3.0,4.0,39.0
cfd-original-male-mixed-12,1,1,cfd-male-mixed-12,cfd,original,male,mixed,4.0,3.0,4.0,5.0,4.0,3.0,4.0,20.5
cfd-beautified-female-white-19,2,2,cfd-female-white-19,cfd,beautified,female,white,6.0,7.0,4.0,5.0,4.5,4.5,5.0,26.5
cfd-original-male-latino-3,0,0,cfd-male-latino-3,cfd,original,male,latino,3.0,1.0,3.0,4.0,4.0,3.0,4.0,26.0
cfd-beautified-male-latino-18,0,1,cfd-male-latino-18,cfd,beautified,male,latino,4.5,1.0,3.0,4.0,3.0,3.0,4.0,30.0
cfd-beautified-male-mixed-2,1,1,cfd-male-mixed-2,cfd,beautified,male,mixed,4.0,2.0,4.0,5.0,4.0,3.0,4.0,25.0
cfd-original-male-black-5,0,0,cfd-male-black-5,cfd,original,male,black,3.0,1.0,4.0,4.0,4.0,2.0,4.0,42.0
cfd-beautified-male-black-17,1,1,cfd-male-black-17,cfd,beautified,male,black,5.0,1.0,4.0,5.0,4.0,3.0,4.0,26.0
cfd-beautified-male-latino-13,1,1,cfd-male-latino-13,cfd,beautified,male,latino,5.0,3.0,4.0,4.0,4.0,4.0,5.0,27.0
cfd-original-male-latino-14,0,0,cfd-male-latino-14,cfd,original,male,latino,3.0,1.0,4.0,4.0,3.0,4.0,4.0,46.0
faces-beautified-female-middle-6,1,1,faces-female-middle-6,faces,beautified,female,middle,5.0,5.0,4.0,5.0,4.0,2.0,5.0,49.0
faces-original-female-old-22,0,0,faces-female-old-22,faces,original,female,old,3.0,5.0,3.0,4.0,4.0,2.0,4.0,70.0
faces-original-female-young-8,0,1,faces-female-young-8,faces,original,female,young,5.0,5.5,3.5,4.0,4.0,3.0,5.0,30.0
faces-beautified-male-middle-3,0,1,faces-male-middle-3,faces,beautified,male,middle,5.0,2.0,3.0,5.0,4.0,3.0,3.0,45.0
faces-original-male-middle-21,0,0,faces-male-middle-21,faces,original,male,middle,2.0,1.0,3.0,3.0,4.0,2.5,3.0,55.0
cfd-beautified-female-indian-2,2,2,cfd-female-indian-2,cfd,beautified,female,indian,6.0,7.0,5.0,5.0,5.0,4.0,6.0,22.0
cfd-beautified-male-black-4,1,1,cfd-male-black-4,cfd,beautified,male,black,5.0,1.0,5.0,5.0,4.0,4.0,5.0,35.0
cfd-original-female-mixed-3,0,1,cfd-female-mixed-3,cfd,original,female,mixed,4.0,5.0,3.0,5.0,4.0,3.0,4.0,28.0
cfd-beautified-male-asian-9,1,1,cfd-male-asian-9,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,5.0,24.0
cfd-original-female-indian-6,0,1,cfd-female-indian-6,cfd,original,female,indian,4.0,5.0,4.0,4.0,4.0,3.0,4.0,30.0
cfd-original-male-black-7,1,1,cfd-male-black-7,cfd,original,male,black,5.0,2.0,4.0,5.0,5.0,3.0,5.0,18.0
cfd-beautified-male-white-13,2,2,cfd-male-white-13,cfd,beautified,male,white,6.0,2.0,5.0,5.0,4.0,4.0,5.0,28.0
cfd-original-female-latino-4,0,0,cfd-female-latino-4,cfd,original,female,latino,3.0,4.0,3.0,4.0,4.0,2.0,4.0,30.0
cfd-beautified-male-black-1,0,1,cfd-male-black-1,cfd,beautified,male,black,5.0,1.0,4.0,4.0,4.0,3.5,5.0,28.0
cfd-original-male-latino-1,0,1,cfd-male-latino-1,cfd,original,male,latino,4.0,2.0,4.0,4.5,4.0,2.0,4.0,28.0
cfd-original-male-black-6,0,0,cfd-male-black-6,cfd,original,male,black,3.0,1.0,3.0,4.0,4.0,4.0,3.0,25.0
cfd-original-female-indian-19,0,0,cfd-female-indian-19,cfd,original,female,indian,3.0,5.0,3.0,4.0,4.0,2.0,3.0,49.0
cfd-original-male-indian-24,0,0,cfd-male-indian-24,cfd,original,male,indian,3.0,1.0,3.0,4.0,4.0,3.0,3.0,35.0
cfd-original-female-black-14,1,1,cfd-female-black-14,cfd,original,female,black,5.0,6.0,3.0,5.0,5.0,3.0,5.0,35.0
cfd-beautified-female-asian-24,2,2,cfd-female-asian-24,cfd,beautified,female,asian,6.0,7.0,5.0,5.0,4.0,4.0,5.0,26.0
cfd-beautified-female-latino-16,2,1,cfd-female-latino-16,cfd,beautified,female,latino,5.0,6.0,4.0,4.0,4.0,3.0,5.0,26.0
cfd-original-female-asian-21,0,1,cfd-female-asian-21,cfd,original,female,asian,4.0,5.0,3.0,4.0,4.0,3.0,4.0,32.5
faces-original-female-middle-15,0,1,faces-female-middle-15,faces,original,female,middle,4.0,5.0,3.0,4.0,4.0,3.0,4.0,57.0
faces-original-female-young-2,1,1,faces-female-young-2,faces,original,female,young,5.0,6.0,3.0,5.0,4.0,3.0,4.0,27.0
faces-beautified-male-middle-11,0,1,faces-male-middle-11,faces,beautified,male,middle,5.0,2.0,4.0,5.0,4.0,3.0,4.0,55.0
faces-beautified-male-young-5,1,1,faces-male-young-5,faces,beautified,male,young,5.0,3.0,4.0,5.0,4.0,3.0,5.0,25.0
cfd-beautified-male-mixed-6,1,1,cfd-male-mixed-6,cfd,beautified,male,mixed,5.0,2.0,4.0,4.0,4.0,5.0,4.0,24.0
cfd-original-male-mixed-5,1,0,cfd-male-mixed-5,cfd,original,male,mixed,3.0,2.0,3.0,4.0,4.0,3.0,4.0,26.5
cfd-beautified-male-latino-19,1,1,cfd-male-latino-19,cfd,beautified,male,latino,5.0,2.0,5.0,5.0,4.5,3.0,5.0,22.5
faces-beautified-male-middle-23,1,1,faces-male-middle-23,faces,beautified,male,middle,4.0,2.0,4.0,4.0,4.0,4.0,4.0,52.0
faces-beautified-female-middle-19,2,2,faces-female-middle-19,faces,beautified,female,middle,6.0,6.0,5.0,5.0,4.0,3.0,5.0,33.0
faces-beautified-female-young-23,2,2,faces-female-young-23,faces,beautified,female,young,6.0,7.0,5.0,5.0,5.0,3.0,5.0,22.0
faces-original-female-young-22,1,1,faces-female-young-22,faces,original,female,young,5.0,5.0,4.0,5.0,4.0,3.0,4.0,26.0
faces-beautified-female-middle-10,1,1,faces-female-middle-10,faces,beautified,female,middle,5.0,6.0,4.0,5.0,4.0,4.0,4.0,31.5
faces-beautified-male-middle-12,1,1,faces-male-middle-12,faces,beautified,male,middle,4.0,1.0,4.0,4.0,4.0,2.0,4.0,46.0
faces-beautified-male-young-20,2,2,faces-male-young-20,faces,beautified,male,young,5.5,3.0,4.0,5.0,4.0,4.0,5.0,25.0
faces-original-female-old-18,0,0,faces-female-old-18,faces,original,female,old,2.0,5.0,3.0,3.0,4.0,3.0,4.0,70.0
faces-original-male-old-21,0,0,faces-male-old-21,faces,original,male,old,2.0,1.0,2.0,4.0,3.5,3.0,3.0,69.0
faces-original-female-young-5,1,1,faces-female-young-5,faces,original,female,young,5.0,5.0,4.0,5.0,4.0,2.0,4.0,25.0
faces-original-female-middle-3,1,1,faces-female-middle-3,faces,original,female,middle,5.0,6.0,4.0,4.0,5.0,3.0,4.5,50.0
faces-beautified-female-young-14,2,2,faces-female-young-14,faces,beautified,female,young,6.0,7.0,4.0,4.0,4.0,4.0,5.0,23.0
faces-original-female-middle-25,1,1,faces-female-middle-25,faces,original,female,middle,3.5,5.0,3.0,4.0,4.0,4.0,3.0,49.5
faces-beautified-female-old-14,1,1,faces-female-old-14,faces,beautified,female,old,4.0,5.0,4.0,5.0,4.0,4.0,5.0,64.0
faces-beautified-male-old-11,1,1,faces-male-old-11,faces,beautified,male,old,5.0,2.0,3.0,5.0,4.0,4.0,4.0,65.0
cfd-beautified-male-asian-5,1,1,cfd-male-asian-5,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,5.0,25.0
cfd-original-male-black-14,0,1,cfd-male-black-14,cfd,original,male,black,4.0,2.0,4.0,4.0,4.0,2.0,4.0,30.0
cfd-beautified-female-mixed-7,2,1,cfd-female-mixed-7,cfd,beautified,female,mixed,5.0,6.0,5.0,5.0,5.0,4.0,5.0,28.0
cfd-beautified-male-white-21,1,0,cfd-male-white-21,cfd,beautified,male,white,3.0,1.0,2.0,4.0,3.0,4.0,3.0,25.0
cfd-original-male-asian-11,0,0,cfd-male-asian-11,cfd,original,male,asian,3.0,1.0,3.0,4.0,4.0,3.0,4.0,21.5
cfd-beautified-female-latino-25,2,1,cfd-female-latino-25,cfd,beautified,female,latino,5.0,6.0,5.0,5.0,4.0,4.0,5.0,25.0
faces-beautified-female-old-23,1,1,faces-female-old-23,faces,beautified,female,old,4.0,5.0,3.0,4.0,4.0,4.0,3.0,64.0
faces-beautified-male-old-1,1,1,faces-male-old-1,faces,beautified,male,old,4.0,2.0,4.0,5.0,4.0,2.0,4.0,59.0
faces-beautified-female-young-12,2,2,faces-female-young-12,faces,beautified,female,young,6.0,7.0,4.0,4.0,4.0,4.0,5.0,22.0
faces-original-female-young-24,1,1,faces-female-young-24,faces,original,female,young,5.0,5.0,3.0,5.0,4.0,4.0,4.0,26.5
faces-beautified-male-young-11,1,1,faces-male-young-11,faces,beautified,male,young,5.0,3.0,4.0,5.0,4.0,2.0,5.0,19.0
faces-original-female-old-24,0,0,faces-female-old-24,faces,original,female,old,3.0,5.0,3.0,4.0,4.0,3.0,5.0,72.0
faces-beautified-male-middle-26,1,1,faces-male-middle-26,faces,beautified,male,middle,4.0,2.5,3.0,4.0,4.0,4.0,3.0,28.5
faces-original-male-young-18,1,1,faces-male-young-18,faces,original,male,young,4.0,2.0,3.0,4.0,4.0,3.0,4.0,34.0
faces-beautified-female-young-25,2,2,faces-female-young-25,faces,beautified,female,young,6.0,6.0,5.0,5.0,5.0,5.0,5.0,22.0
faces-beautified-male-old-9,0,1,faces-male-old-9,faces,beautified,male,old,4.0,1.0,4.0,4.0,5.0,2.0,4.0,57.0
cfd-beautified-female-latino-21,2,2,cfd-female-latino-21,cfd,beautified,female,latino,6.0,6.0,4.0,4.0,4.0,4.0,5.0,23.0
cfd-beautified-male-asian-18,1,1,cfd-male-asian-18,cfd,beautified,male,asian,5.0,2.5,4.0,5.0,4.0,3.0,5.0,23.0
cfd-original-male-black-22,1,1,cfd-male-black-22,cfd,original,male,black,4.0,1.0,3.0,4.0,4.0,2.0,4.0,24.0
faces-beautified-female-old-22,1,1,faces-female-old-22,faces,beautified,female,old,4.0,5.0,5.0,4.0,4.0,4.0,5.0,60.5
faces-original-female-old-20,0,1,faces-female-old-20,faces,original,female,old,4.0,5.0,5.0,4.0,5.0,3.0,5.0,70.0
faces-beautified-female-middle-2,2,2,faces-female-middle-2,faces,beautified,female,middle,6.0,6.0,5.0,5.0,5.0,4.0,5.0,41.0
faces-original-female-young-23,2,2,faces-female-young-23,faces,original,female,young,5.5,7.0,4.0,4.0,4.5,2.0,5.0,22.0
cfd-beautified-female-asian-18,2,2,cfd-female-asian-18,cfd,beautified,female,asian,6.0,6.0,4.0,5.0,4.5,3.5,5.0,22.0
cfd-beautified-female-latino-2,2,2,cfd-female-latino-2,cfd,beautified,female,latino,6.0,6.0,4.0,5.0,5.0,3.0,5.0,24.0
cfd-beautified-male-indian-6,1,1,cfd-male-indian-6,cfd,beautified,male,indian,5.0,2.0,5.0,5.0,5.0,5.0,5.0,25.0
cfd-beautified-female-latino-1,2,2,cfd-female-latino-1,cfd,beautified,female,latino,6.0,6.0,5.0,5.0,5.0,4.0,5.0,25.0
cfd-beautified-male-asian-17,1,1,cfd-male-asian-17,cfd,beautified,male,asian,4.5,2.0,5.0,5.0,4.0,3.0,4.0,22.5
cfd-original-female-mixed-11,0,0,cfd-female-mixed-11,cfd,original,female,mixed,3.0,5.0,3.0,4.0,4.0,2.0,3.0,26.5
cfd-original-male-asian-20,1,0,cfd-male-asian-20,cfd,original,male,asian,3.0,1.5,3.0,4.0,4.0,3.0,4.0,25.0
faces-original-female-young-25,0,0,faces-female-young-25,faces,original,female,young,3.0,5.0,4.0,4.0,4.0,5.0,4.0,28.0
cfd-original-female-black-24,1,0,cfd-female-black-24,cfd,original,female,black,3.0,3.0,3.0,4.0,4.0,4.0,3.0,23.0
cfd-original-female-indian-3,0,0,cfd-female-indian-3,cfd,original,female,indian,3.0,5.0,3.0,4.0,4.0,3.0,4.0,52.0
cfd-beautified-female-black-11,1,1,cfd-female-black-11,cfd,beautified,female,black,5.0,6.0,5.0,4.0,5.0,3.0,5.0,26.0
cfd-beautified-male-white-10,1,1,cfd-male-white-10,cfd,beautified,male,white,5.0,1.0,5.0,5.0,5.0,3.0,5.0,38.0
cfd-original-male-latino-22,0,0,cfd-male-latino-22,cfd,original,male,latino,2.0,1.5,4.0,3.0,3.0,5.0,4.0,35.5
cfd-original-female-black-8,0,0,cfd-female-black-8,cfd,original,female,black,3.0,3.0,2.0,4.0,4.0,4.0,3.0,30.0
cfd-beautified-male-white-16,1,1,cfd-male-white-16,cfd,beautified,male,white,4.0,2.0,4.0,5.0,4.0,3.0,4.0,32.0
cfd-original-female-mixed-22,0,0,cfd-female-mixed-22,cfd,original,female,mixed,2.5,3.0,3.0,4.0,3.5,3.0,3.0,25.0
cfd-original-female-black-21,1,1,cfd-female-black-21,cfd,original,female,black,4.0,5.0,4.0,4.0,4.0,3.0,5.0,35.0
cfd-beautified-female-indian-4,2,1,cfd-female-indian-4,cfd,beautified,female,indian,5.0,6.0,4.0,4.0,4.0,4.0,5.0,22.0
cfd-original-male-latino-7,0,0,cfd-male-latino-7,cfd,original,male,latino,3.0,1.0,3.0,3.0,4.0,4.0,3.0,32.0
cfd-original-male-mixed-2,0,0,cfd-male-mixed-2,cfd,original,male,mixed,3.0,2.0,4.0,4.0,4.0,4.0,4.0,28.0
cfd-beautified-male-asian-21,1,1,cfd-male-asian-21,cfd,beautified,male,asian,4.0,2.5,4.0,5.0,4.5,4.0,4.5,26.5
cfd-original-female-mixed-8,1,1,cfd-female-mixed-8,cfd,original,female,mixed,5.0,6.0,4.0,5.0,4.0,3.0,5.0,31.5
cfd-original-male-asian-15,1,0,cfd-male-asian-15,cfd,original,male,asian,3.0,1.5,3.0,5.0,4.0,3.0,4.0,30.0
cfd-original-male-latino-23,0,0,cfd-male-latino-23,cfd,original,male,latino,3.0,1.0,3.0,4.0,3.0,3.0,3.0,34.5
faces-original-male-old-27,0,0,faces-male-old-27,faces,original,male,old,2.0,1.0,3.0,4.0,4.0,3.0,4.0,68.0
faces-original-male-young-4,1,1,faces-male-young-4,faces,original,male,young,4.5,2.0,4.0,5.0,4.0,2.0,4.5,26.5
cfd-beautified-female-indian-11,1,1,cfd-female-indian-11,cfd,beautified,female,indian,5.0,6.0,5.0,5.0,5.0,2.5,5.0,23.0
cfd-beautified-female-white-8,2,2,cfd-female-white-8,cfd,beautified,female,white,6.0,6.0,5.0,4.0,4.5,4.0,5.0,23.0
cfd-beautified-male-black-7,1,1,cfd-male-black-7,cfd,beautified,male,black,5.0,2.0,5.0,5.0,5.0,3.5,4.5,19.0
cfd-beautified-male-latino-4,1,1,cfd-male-latino-4,cfd,beautified,male,latino,5.0,3.0,4.0,4.0,4.0,2.0,5.0,25.0
cfd-original-female-mixed-9,1,1,cfd-female-mixed-9,cfd,original,female,mixed,5.0,5.0,4.0,5.0,5.0,3.0,4.0,40.0
faces-original-female-old-8,0,1,faces-female-old-8,faces,original,female,old,4.0,5.0,3.0,5.0,4.0,3.0,4.0,70.0
faces-beautified-female-young-7,2,1,faces-female-young-7,faces,beautified,female,young,5.0,5.0,4.0,4.0,4.0,5.0,4.0,28.0
faces-beautified-male-old-20,0,1,faces-male-old-20,faces,beautified,male,old,4.0,2.0,4.0,4.0,4.0,2.0,4.0,58.0
faces-original-male-old-17,0,0,faces-male-old-17,faces,original,male,old,2.0,1.0,2.0,4.0,3.0,3.0,2.0,75.0
cfd-beautified-male-indian-3,1,1,cfd-male-indian-3,cfd,beautified,male,indian,4.0,1.0,4.0,4.5,4.0,2.5,4.0,37.0
cfd-original-female-black-13,0,0,cfd-female-black-13,cfd,original,female,black,3.0,4.0,3.0,4.0,4.0,3.0,4.0,41.0
cfd-beautified-male-mixed-18,1,1,cfd-male-mixed-18,cfd,beautified,male,mixed,5.0,3.0,5.0,5.0,5.0,4.0,5.0,22.0
cfd-original-female-white-8,1,1,cfd-female-white-8,cfd,original,female,white,5.0,6.0,5.0,5.0,5.0,2.0,5.0,24.0
faces-original-female-old-21,0,0,faces-female-old-21,faces,original,female,old,2.0,4.0,3.0,4.0,4.0,5.0,4.0,67.0
cfd-beautified-female-latino-15,2,1,cfd-female-latino-15,cfd,beautified,female,latino,5.0,6.0,5.0,4.0,5.0,4.0,5.0,26.0
cfd-beautified-female-black-2,2,2,cfd-female-black-2,cfd,beautified,female,black,6.0,6.0,5.0,5.0,5.0,4.0,5.0,27.0
faces-original-female-middle-6,0,0,faces-female-middle-6,faces,original,female,middle,3.0,5.0,2.0,4.0,4.0,2.0,3.0,56.0
faces-original-female-old-12,0,0,faces-female-old-12,faces,original,female,old,3.0,5.0,4.0,4.0,4.0,4.5,4.0,66.0
faces-original-male-young-10,1,1,faces-male-young-10,faces,original,male,young,4.0,1.0,3.5,4.0,4.0,3.0,4.0,27.0
faces-beautified-male-young-15,1,1,faces-male-young-15,faces,beautified,male,young,5.0,2.0,4.0,5.0,4.0,3.0,5.0,28.0
faces-original-male-middle-12,0,0,faces-male-middle-12,faces,original,male,middle,2.5,1.0,3.0,4.0,4.0,2.0,3.0,55.0
cfd-beautified-female-indian-17,2,2,cfd-female-indian-17,cfd,beautified,female,indian,6.0,6.0,4.5,5.0,5.0,3.5,5.0,24.0
faces-beautified-female-old-20,1,1,faces-female-old-20,faces,beautified,female,old,5.0,6.0,5.0,5.0,5.0,3.0,5.0,60.0
faces-original-female-old-15,0,0,faces-female-old-15,faces,original,female,old,2.5,5.0,3.0,3.5,4.0,2.0,4.0,67.5
faces-original-male-middle-14,0,0,faces-male-middle-14,faces,original,male,middle,3.0,2.0,3.0,4.0,4.0,3.0,3.0,50.0
cfd-original-female-black-3,0,1,cfd-female-black-3,cfd,original,female,black,4.0,6.0,4.0,4.0,4.0,3.0,4.0,33.0
cfd-beautified-male-latino-16,1,1,cfd-male-latino-16,cfd,beautified,male,latino,5.0,2.0,4.0,4.0,4.0,3.0,4.0,23.0
cfd-original-female-indian-4,1,0,cfd-female-indian-4,cfd,original,female,indian,3.0,4.0,3.0,4.0,4.0,4.0,4.0,25.0
cfd-beautified-male-black-20,1,1,cfd-male-black-20,cfd,beautified,male,black,5.0,2.0,4.0,4.0,4.0,3.0,5.0,24.0
cfd-beautified-male-mixed-17,1,1,cfd-male-mixed-17,cfd,beautified,male,mixed,5.0,2.0,5.0,5.0,5.0,4.0,5.0,25.0
cfd-original-female-asian-23,1,1,cfd-female-asian-23,cfd,original,female,asian,4.0,5.0,3.0,5.0,4.0,3.0,4.0,27.0
cfd-original-female-latino-17,2,1,cfd-female-latino-17,cfd,original,female,latino,4.0,6.0,4.0,4.0,4.0,3.0,4.0,29.0
cfd-original-male-black-23,0,0,cfd-male-black-23,cfd,original,male,black,2.0,1.0,3.0,4.0,4.0,4.0,4.0,42.0
faces-beautified-female-young-5,2,2,faces-female-young-5,faces,beautified,female,young,6.0,6.0,5.0,5.0,5.0,3.0,5.0,22.0
faces-beautified-male-old-13,1,1,faces-male-old-13,faces,beautified,male,old,4.0,1.0,3.0,5.0,4.0,2.0,3.0,61.0
faces-beautified-male-young-23,1,1,faces-male-young-23,faces,beautified,male,young,5.0,2.0,4.0,4.5,4.0,3.0,5.0,22.0
faces-original-female-old-3,0,0,faces-female-old-3,faces,original,female,old,2.0,4.0,3.0,4.0,4.0,4.0,3.0,65.5
faces-original-female-middle-10,0,0,faces-female-middle-10,faces,original,female,middle,3.0,5.0,3.0,4.0,4.0,3.0,3.0,46.0
faces-beautified-female-young-21,2,1,faces-female-young-21,faces,beautified,female,young,5.0,6.0,4.0,4.0,4.0,3.5,4.0,22.0
faces-original-male-old-10,0,0,faces-male-old-10,faces,original,male,old,3.0,1.0,3.0,4.0,4.0,2.0,3.0,73.0
faces-beautified-female-middle-11,2,2,faces-female-middle-11,faces,beautified,female,middle,6.0,6.0,5.0,5.0,4.0,3.0,5.0,25.5
faces-original-male-old-16,0,0,faces-male-old-16,faces,original,male,old,2.0,1.0,4.0,4.0,4.0,3.0,4.0,72.0
faces-beautified-female-old-17,0,1,faces-female-old-17,faces,beautified,female,old,5.0,6.0,5.0,5.0,5.0,3.0,5.0,58.0
cfd-original-female-white-20,0,0,cfd-female-white-20,cfd,original,female,white,2.0,4.0,3.0,3.0,4.0,3.0,3.0,44.0
cfd-beautified-female-indian-6,2,1,cfd-female-indian-6,cfd,beautified,female,indian,5.0,6.0,4.0,5.0,5.0,3.0,5.0,26.0
cfd-beautified-female-black-16,0,1,cfd-female-black-16,cfd,beautified,female,black,5.0,5.0,3.0,5.0,4.0,3.0,4.0,26.0
cfd-original-male-latino-11,0,1,cfd-male-latino-11,cfd,original,male,latino,4.0,2.0,4.0,5.0,4.0,3.0,4.0,27.0
cfd-beautified-male-white-3,2,2,cfd-male-white-3,cfd,beautified,male,white,5.5,1.0,4.5,5.0,4.5,3.0,5.0,27.5
cfd-beautified-female-latino-3,2,1,cfd-female-latino-3,cfd,beautified,female,latino,5.0,6.0,5.0,5.0,4.0,4.0,5.0,27.0
cfd-original-female-mixed-13,0,1,cfd-female-mixed-13,cfd,original,female,mixed,4.0,5.0,3.0,4.0,4.0,3.0,4.0,27.0
cfd-original-male-asian-19,0,0,cfd-male-asian-19,cfd,original,male,asian,3.0,1.5,3.0,4.0,4.0,3.0,3.0,23.5
cfd-original-female-indian-18,2,1,cfd-female-indian-18,cfd,original,female,indian,5.0,5.5,4.0,5.0,5.0,2.5,4.0,28.0
cfd-beautified-female-black-1,2,2,cfd-female-black-1,cfd,beautified,female,black,6.0,6.0,5.0,5.0,5.0,5.0,5.0,24.0
cfd-original-female-latino-1,0,1,cfd-female-latino-1,cfd,original,female,latino,5.0,5.0,5.0,5.0,5.0,4.0,4.0,39.0
cfd-beautified-male-mixed-3,1,1,cfd-male-mixed-3,cfd,beautified,male,mixed,5.0,2.0,4.0,4.0,4.0,4.0,4.0,23.0
cfd-beautified-female-white-1,2,2,cfd-female-white-1,cfd,beautified,female,white,6.0,6.5,4.0,5.0,4.0,3.0,5.0,27.0
cfd-beautified-male-indian-2,1,1,cfd-male-indian-2,cfd,beautified,male,indian,5.0,2.0,4.0,5.0,5.0,4.0,5.0,27.0
cfd-original-female-latino-6,2,1,cfd-female-latino-6,cfd,original,female,latino,5.0,5.0,4.0,5.0,4.5,3.0,4.0,23.0
cfd-original-female-white-17,2,1,cfd-female-white-17,cfd,original,female,white,4.0,5.0,3.0,4.0,4.0,3.0,4.0,29.0
faces-beautified-male-middle-6,1,1,faces-male-middle-6,faces,beautified,male,middle,5.0,2.0,4.0,5.0,5.0,2.0,4.0,46.0
faces-original-male-middle-26,0,0,faces-male-middle-26,faces,original,male,middle,2.0,1.0,2.0,4.0,3.0,4.0,3.0,41.0
cfd-beautified-female-mixed-4,1,1,cfd-female-mixed-4,cfd,beautified,female,mixed,5.0,6.0,4.0,4.0,4.0,3.0,5.0,21.0
cfd-original-male-indian-6,0,1,cfd-male-indian-6,cfd,original,male,indian,4.5,2.0,3.5,5.0,4.0,4.0,4.0,27.5
faces-beautified-male-middle-5,0,1,faces-male-middle-5,faces,beautified,male,middle,4.0,2.0,4.0,5.0,4.0,2.5,4.0,55.0
faces-original-female-young-21,2,1,faces-female-young-21,faces,original,female,young,4.0,5.0,4.0,5.0,4.0,3.0,4.0,22.5
faces-original-male-middle-2,1,1,faces-male-middle-2,faces,original,male,middle,4.0,1.0,3.0,4.0,4.0,2.0,4.0,57.0
cfd-beautified-female-latino-4,2,1,cfd-female-latino-4,cfd,beautified,female,latino,5.0,6.0,4.0,5.0,5.0,3.0,5.0,26.0
faces-original-male-middle-23,0,0,faces-male-middle-23,faces,original,male,middle,2.0,2.0,3.0,3.0,3.0,5.0,4.0,55.0
faces-beautified-male-young-4,1,1,faces-male-young-4,faces,beautified,male,young,5.0,2.5,4.0,5.0,5.0,3.0,5.0,23.0
cfd-beautified-female-black-20,2,2,cfd-female-black-20,cfd,beautified,female,black,6.0,6.0,5.0,5.0,4.0,4.0,5.0,27.0
cfd-original-female-black-5,0,0,cfd-female-black-5,cfd,original,female,black,2.0,3.0,3.0,4.0,4.0,4.0,4.0,33.0
cfd-original-male-mixed-15,0,0,cfd-male-mixed-15,cfd,original,male,mixed,3.0,1.0,3.0,4.0,4.0,3.0,3.0,42.5
cfd-original-male-indian-12,0,1,cfd-male-indian-12,cfd,original,male,indian,3.5,1.0,3.0,4.0,4.0,4.0,4.0,49.0
cfd-original-female-black-19,1,1,cfd-female-black-19,cfd,original,female,black,5.0,5.0,4.0,5.0,4.0,3.0,5.0,20.0
faces-beautified-male-young-8,1,2,faces-male-young-8,faces,beautified,male,young,6.0,3.0,4.0,5.0,5.0,4.0,5.0,24.0
faces-original-female-old-7,0,1,faces-female-old-7,faces,original,female,old,4.0,5.0,4.0,5.0,5.0,4.0,4.0,80.0
cfd-original-female-white-9,1,1,cfd-female-white-9,cfd,original,female,white,4.0,5.0,4.0,4.0,4.0,3.0,4.0,27.0
cfd-beautified-male-asian-11,1,1,cfd-male-asian-11,cfd,beautified,male,asian,4.0,2.0,4.0,5.0,4.0,3.0,4.0,23.0
cfd-original-male-black-17,0,1,cfd-male-black-17,cfd,original,male,black,4.0,1.0,3.0,4.0,4.0,3.0,4.0,34.0
cfd-original-male-white-17,0,0,cfd-male-white-17,cfd,original,male,white,3.0,2.0,3.0,4.0,4.0,4.0,3.5,19.5
cfd-original-female-asian-14,2,1,cfd-female-asian-14,cfd,original,female,asian,5.0,5.0,4.0,5.0,5.0,2.0,4.0,35.0
cfd-beautified-male-white-17,1,1,cfd-male-white-17,cfd,beautified,male,white,5.0,3.0,4.0,5.0,4.0,5.0,5.0,22.0
cfd-original-female-indian-21,1,1,cfd-female-indian-21,cfd,original,female,indian,4.0,5.0,4.0,5.0,5.0,3.0,5.0,38.0
cfd-beautified-female-black-19,2,2,cfd-female-black-19,cfd,beautified,female,black,6.0,7.0,5.0,5.0,4.0,4.0,5.0,21.0
faces-original-male-middle-4,0,0,faces-male-middle-4,faces,original,male,middle,3.0,2.0,3.0,4.0,4.0,2.5,3.0,48.0
faces-original-female-old-27,0,0,faces-female-old-27,faces,original,female,old,3.0,5.0,4.0,4.0,4.5,3.0,4.0,74.5
cfd-beautified-female-asian-15,2,1,cfd-female-asian-15,cfd,beautified,female,asian,5.0,6.0,4.0,5.0,4.0,3.0,4.0,27.0
